way/911369008;https://content.digitizetheplanet.org/en/protected_area/95db919b-0cb2-4c4b-b1a4-2c3f2d06a2c5/
way/924799536;https://content.digitizetheplanet.org/en/protected_area/a8108246-1fe0-438f-87c9-42fcd5fd552d/
way/925511998;https://content.digitizetheplanet.org/en/protected_area/c737f62c-07c6-4067-b078-368fd10ecbe9/
way/903915635;https://content.digitizetheplanet.org/en/protected_area/84b98713-b641-4ce7-9d6a-2214ed89c23c/
way/923832581;https://content.digitizetheplanet.org/en/protected_area/1eb917e8-7189-4b0f-8565-00ade7433ca6/
way/923832567;https://content.digitizetheplanet.org/en/protected_area/048909e9-e5fe-46f0-bf9a-fc10b9a1ffde/
way/925283139;https://content.digitizetheplanet.org/en/protected_area/f62d16c8-633d-458c-add5-7aaff667f141/
way/908854319;https://content.digitizetheplanet.org/en/protected_area/2eb6c7ba-417e-4751-bb1b-5b3f39503c5b/
way/242737314;https://content.digitizetheplanet.org/en/protected_area/616f40ef-91a3-4e08-b46f-c4eb56e78fac/
way/925512009;https://content.digitizetheplanet.org/en/protected_area/cb15ea71-74d4-4777-bfb7-9d2b9e12b6af/
way/900458714;https://content.digitizetheplanet.org/en/protected_area/4a68f021-6fb7-4e88-9256-6828ed5afa71/
way/902058194;https://content.digitizetheplanet.org/en/protected_area/e32bc61e-648e-4c4a-91b2-5570e79a44d7/
way/923832548;https://content.digitizetheplanet.org/en/protected_area/1c1ee202-9154-4c20-b676-ba807f61b839/
way/925500390;https://content.digitizetheplanet.org/en/protected_area/fe45e159-8401-4fa6-b7e6-eb1c32e07852/
way/900458710;https://content.digitizetheplanet.org/en/protected_area/36a4a4ba-01c1-45e3-b58e-81fae1ba267c/
way/911000841;https://content.digitizetheplanet.org/en/protected_area/750ad8b3-fe82-4d31-b003-d18ed4286727/
way/670963585;https://content.digitizetheplanet.org/en/protected_area/60dca211-8611-43cd-a521-84ee5dd02c77/
way/900453178;https://content.digitizetheplanet.org/en/protected_area/3c7dda44-b526-45be-9d1f-89f3f3845f44/
way/911005009;https://content.digitizetheplanet.org/en/protected_area/c716d840-616b-4595-9327-49631155fb2c/
way/923353103;https://content.digitizetheplanet.org/en/protected_area/274cd26f-63e5-4c78-a1b6-5f850e7054b0/
way/810510743;https://content.digitizetheplanet.org/en/protected_area/49b15a58-d76f-479a-91e2-0c6e56e1f0d4/
way/923832549;https://content.digitizetheplanet.org/en/protected_area/d67e9865-0b4e-4e5c-8569-4305e20786bc/
way/923832557;https://content.digitizetheplanet.org/en/protected_area/60a55cf1-b62e-48b8-a161-cd4611c77a28/
way/911584185;https://content.digitizetheplanet.org/en/protected_area/7d6f6c9d-8f5a-4a9e-a8c0-f456a3d38e56/
way/925192984;https://content.digitizetheplanet.org/en/protected_area/2545496f-851b-49d4-bae2-ce0215507507/
way/906619093;https://content.digitizetheplanet.org/en/protected_area/185009ca-b7cf-4948-a095-c7d6f9d5231a/
way/810510742;https://content.digitizetheplanet.org/en/protected_area/0566196f-75c0-4963-b9b7-43154555e46c/
way/923832565;https://content.digitizetheplanet.org/en/protected_area/cc26d836-72e3-4436-bdd1-075f85cad321/
way/923832583;https://content.digitizetheplanet.org/en/protected_area/0e0a71c4-6cb7-4f37-97f6-40ff6f11633e/
way/908854320;https://content.digitizetheplanet.org/en/protected_area/96d39352-b199-4880-8e30-81e5c15d8e65/
way/923832543;https://content.digitizetheplanet.org/en/protected_area/c70b5b9a-1cc0-4600-bb6f-7d9c7e51d663/
way/925456913;https://content.digitizetheplanet.org/en/protected_area/7a4ead43-5f7f-47ce-912b-01aec98382b0/
way/899479623;https://content.digitizetheplanet.org/en/protected_area/88625de6-b8ba-481c-ab2b-f8dc8e92db05/
way/911369012;https://content.digitizetheplanet.org/en/protected_area/3c030ed4-7e56-48eb-98f3-537cfc7b1f0f/
way/925455337;https://content.digitizetheplanet.org/en/protected_area/4d4d2467-5e0d-4097-9af8-b9f2fd0b5d69/
way/923695937;https://content.digitizetheplanet.org/en/protected_area/27b2c91a-7a71-4a18-9e9d-ca5cf6e8205b/
way/902059617;https://content.digitizetheplanet.org/en/protected_area/ae1ca987-974d-431d-9c04-afc602954ff9/
way/903915645;https://content.digitizetheplanet.org/en/protected_area/e3932177-2327-4e35-a38c-013f79fb0971/
way/900453183;https://content.digitizetheplanet.org/en/protected_area/a7096e2e-96d8-4329-a9fb-f48d5d0ca98d/
way/902058195;https://content.digitizetheplanet.org/en/protected_area/8ea141ef-986e-4e6e-8710-e46c77f59d17/
way/900453175;https://content.digitizetheplanet.org/en/protected_area/8e3d1d13-14c4-45a0-a5a4-1ec16a5168a5/
way/923832590;https://content.digitizetheplanet.org/en/protected_area/06f7e517-a878-4c5b-a7aa-a32b84f6a9d1/
way/925282603;https://content.digitizetheplanet.org/en/protected_area/6100b3c9-3618-4dd5-9e66-b7e100411b35/
way/925455336;https://content.digitizetheplanet.org/en/protected_area/bb2716ff-8074-48e7-ad4f-cbbe9a591a07/
way/924370673;https://content.digitizetheplanet.org/en/protected_area/e9454727-0329-46c5-980e-95469c3813ba/
way/908854316;https://content.digitizetheplanet.org/en/protected_area/ef773233-9b1d-43db-9419-7cda31a8a9d9/
way/931371132;https://content.digitizetheplanet.org/en/protected_area/c1351d62-6bf9-4c1d-8174-962639f42b5c/
way/903915637;https://content.digitizetheplanet.org/en/protected_area/29644e62-bb34-4666-9fe8-f2448dbff9f2/
way/908508317;https://content.digitizetheplanet.org/en/protected_area/964eeb31-4939-4cdb-ab66-0643d2a4ccb2/
way/900458711;https://content.digitizetheplanet.org/en/protected_area/5a824637-0eac-4bf5-9bd1-f4e45ef8723e/
way/900458715;https://content.digitizetheplanet.org/en/protected_area/3a6d4ab6-ce1c-4237-a042-76fe1f80eb0e/
way/923695933;https://content.digitizetheplanet.org/en/protected_area/bd9fbbab-31b4-4ab0-8ab6-cbc91cba944a/
way/899477015;https://content.digitizetheplanet.org/en/protected_area/c81c5983-1476-4456-8c0d-7c6e1178d91b/
way/916899850;https://content.digitizetheplanet.org/en/protected_area/3731a289-fb97-4aaa-851c-8b0f01fbca76/
way/923832573;https://content.digitizetheplanet.org/en/protected_area/615742cf-7764-4530-a9f0-3ce14acf5f04/
way/923695943;https://content.digitizetheplanet.org/en/protected_area/59da2c61-bb88-4e6d-8fee-4396f4d488c8/
way/211718399;https://content.digitizetheplanet.org/en/protected_area/5078d7a5-f28f-4d06-92ac-a89bfa0993a9/
way/899474789;https://content.digitizetheplanet.org/en/protected_area/e4a17713-b609-4a41-bd3f-1a4cc88ea4c3/
way/923832569;https://content.digitizetheplanet.org/en/protected_area/2b9fca32-7ae1-4214-9b43-e021599b9ace/
way/925500384;https://content.digitizetheplanet.org/en/protected_area/5405ce33-c736-440c-bcd5-2b557c2f8cc0/
way/923898449;https://content.digitizetheplanet.org/en/protected_area/865ff948-3f31-4be5-9061-6d46bf6da964/
way/905602279;https://content.digitizetheplanet.org/en/protected_area/340e88d6-8fed-4a92-bb9a-cf0993cef33a/
way/905594370;https://content.digitizetheplanet.org/en/protected_area/3428660c-43e5-473b-b296-49a0c6f735f7/
way/912116393;https://content.digitizetheplanet.org/en/protected_area/3dcd3f53-b3a0-4f67-beca-83f40884391c/
way/906619095;https://content.digitizetheplanet.org/en/protected_area/c9ad3605-9be1-465f-8f20-b825a5283c23/
